filename,object_id,x1,x2,x3,x4,y1,y2,y3,y4,lat,lon
DJI_20250513135452_0104_D.JPG,1,2139,1157,2194,1153,2198,1209,2142,1213,633404.310269794,5807458.405869562
DJI_20250513135452_0104_D.JPG,0,2202,1283,2203,1339,2147,1341,2146,1285,633975.6389271722,5807427.199025023
DJI_20250513135454_0105_D.JPG,1,2144,1398,2199,1394,2203,1449,2147,1453,639362.5489358212,5807142.008447093
DJI_20250513135454_0105_D.JPG,0,2207,1524,2208,1579,2152,1581,2151,1526,631272.6196147173,5807571.766360019
DJI_20250513135456_0106_D.JPG,0,2077,1743,2079,1799,2023,1800,2022,1745,632021.0221016794,5807477.819731857
DJI_20250513135456_0106_D.JPG,1,2017,1616,2072,1613,2075,1668,2019,1671,630708.9658633104,5807462.309927455
DJI_20250513135458_0107_D.JPG,1,1785,1618,1841,1614,1844,1670,1789,1674,634151.7325642033,5807647.495547842
DJI_20250513135458_0107_D.JPG,0,1846,1746,1848,1802,1792,1804,1791,1748,618465.2415976332,5805739.182705918
DJI_20250513135500_0108_D.JPG,1,1616,1863,1671,1872,1660,1927,1605,1918,631705.0712385622,5807296.879513948
DJI_20250513135500_0108_D.JPG,0,1643,2005,1630,2059,1576,2047,1589,1992,632229.7273552344,5807383.041431142
DJI_20250513135502_0109_D.JPG,0,1697,1933,1675,1984,1623,1962,1645,1911,632347.7206821698,5807430.983735862
DJI_20250513135502_0109_D.JPG,1,1696,1789,1747,1808,1727,1860,1676,1840,632053.0121408901,5807399.847170335
DJI_20250513135504_0110_D.JPG,1,1827,2022,1878,2044,1856,2095,1805,2073,632525.5855340624,5807477.829560948
DJI_20250513135504_0110_D.JPG,0,1824,2167,1801,2218,1751,2195,1774,2144,632582.6496552894,5807477.893689761
DJI_20250513135506_0111_D.JPG,0,2071,2010,2059,2064,2006,2051,2018,1997,632508.6693651178,5807485.636182963
DJI_20250513135506_0111_D.JPG,1,2045,1870,2098,1881,2087,1935,2034,1924,632410.170226749,5807489.24590051
DJI_20250513135508_0112_D.JPG,1,2287,2066,2339,2051,2355,2104,2303,2119,632574.1392177437,5807483.831668877
DJI_20250513135508_0112_D.JPG,0,2377,2179,2391,2232,2338,2245,2324,2192,632615.2827776241,5807481.9002203
DJI_20250513135510_0113_D.JPG,0,2445,1753,2481,1793,2440,1829,2404,1788,632505.0414635007,5807488.016175772
