filename,object_id,x1,x2,x3,x4,y1,y2,y3,y4,lat,lon
DJI_20250513140447_0297_D.JPG,0,2571,1146,2609,1148,2607,1186,2569,1184,632562.7576359048,5807524.73038432
DJI_20250513140449_0298_D.JPG,0,2466,1141,2504,1143,2501,1182,2464,1180,632527.514445484,5807531.611605776
DJI_20250513140449_0298_D.JPG,1,2373,1180,2373,1142,2411,1142,2410,1180,632485.903100108,5807539.0517033255
DJI_20250513140453_0300_D.JPG,0,2040,1143,2077,1145,2075,1184,2037,1182,632094.8019097314,5807606.919380918
DJI_20250513140453_0300_D.JPG,1,1948,1181,1949,1144,1986,1144,1986,1182,631768.2261920316,5807665.042783281
DJI_20250513140455_0301_D.JPG,0,1825,1139,1863,1142,1861,1180,1823,1178,630261.9230478882,5807939.002413405
DJI_20250513140457_0302_D.JPG,0,1606,1135,1644,1137,1643,1175,1604,1173,634245.1107026138,5807222.4425526615
DJI_20250513140459_0303_D.JPG,0,1385,1132,1423,1135,1421,1173,1382,1171,633384.3913599008,5807375.9106549965
DJI_20250513140509_0308_D.JPG,0,312,1260,331,1227,367,1246,347,1279,632946.5314958143,5807462.233483923
DJI_20250513140511_0309_D.JPG,0,250,1476,254,1437,293,1439,290,1478,632928.8059651688,5807475.793735025
DJI_20250513140511_0309_D.JPG,1,292,1569,254,1569,254,1530,294,1530,632924.1905490467,5807480.8521112995
DJI_20250513140513_0310_D.JPG,0,296,1696,278,1663,311,1643,330,1677,632920.7194845603,5807487.158330107
DJI_20250513140515_0311_D.JPG,1,587,1841,572,1876,536,1863,551,1826,632927.6150398739,5807497.592743749
DJI_20250513140515_0311_D.JPG,0,481,1841,446,1824,464,1790,498,1807,632923.7086737887,5807495.125209889
DJI_20250513140517_0312_D.JPG,1,805,1864,801,1902,762,1898,767,1860,632943.365072669,5807501.459319043
DJI_20250513140517_0312_D.JPG,0,704,1893,665,1887,673,1850,710,1855,632936.3084224461,5807499.759958258
DJI_20250513140519_0313_D.JPG,0,935,1898,897,1895,900,1859,937,1860,632956.157985202,5807503.273207391
DJI_20250513140521_0314_D.JPG,1,1248,1859,1248,1896,1209,1897,1209,1859,632997.3159458231,5807509.619604802
DJI_20250513140521_0314_D.JPG,0,1153,1897,1114,1896,1117,1858,1154,1859,632982.6455982005,5807507.333285262
DJI_20250513140523_0315_D.JPG,0,1373,1899,1334,1897,1337,1860,1375,1861,633020.7233613821,5807513.542730604
DJI_20250513140525_0316_D.JPG,0,1591,1897,1552,1896,1555,1858,1593,1860,633081.615201968,5807522.83630803
DJI_20250513140527_0317_D.JPG,0,1809,1904,1770,1902,1773,1865,1810,1866,633187.3178485449,5807540.231133104
DJI_20250513140529_0318_D.JPG,0,2027,1900,1989,1897,1991,1860,2029,1862,633438.6805790996,5807579.48386758
DJI_20250513140531_0319_D.JPG,0,2245,1900,2206,1898,2208,1861,2246,1863,634768.7220728031,5807787.963762726
DJI_20250513140531_0319_D.JPG,1,2334,1862,2335,1900,2297,1900,2297,1862,644933.8329270495,5809392.077843594
DJI_20250513140533_0320_D.JPG,0,2464,1899,2424,1896,2427,1859,2465,1861,631025.5799988295,5807201.339483165
DJI_20250513140535_0321_D.JPG,0,2681,1898,2643,1895,2645,1858,2683,1860,632181.9267444727,5807381.45680994
DJI_20250513140551_0329_D.JPG,1,3275,1201,3281,1163,3319,1169,3312,1207,632673.7791824625,5807503.0839716215
DJI_20250513140551_0329_D.JPG,0,3375,1178,3411,1187,3403,1224,3366,1216,632680.6355924396,5807500.971499015
DJI_20250513140553_0330_D.JPG,1,3065,1175,3069,1137,3107,1141,3103,1179,632654.1644385172,5807508.319853046
DJI_20250513140553_0330_D.JPG,0,3162,1145,3199,1150,3194,1188,3157,1183,632663.7250015236,5807506.060517413
DJI_20250513140555_0331_D.JPG,1,2852,1169,2853,1131,2891,1131,2890,1169,632624.7093784625,5807513.975263879
DJI_20250513140555_0331_D.JPG,0,2947,1132,2984,1134,2982,1172,2944,1169,632638.9901384314,5807511.287860523
