filename,object_id,x1,x2,x3,x4,y1,y2,y3,y4,lat,lon
DJI_20250513140146_0225_D.JPG,0,1170,1512,1159,1486,1199,1472,1211,1498,632945.238701127,5807495.427112701
DJI_20250513140148_0226_D.JPG,0,1255,1676,1242,1647,1285,1632,1298,1661,632931.5851588018,5807491.606666219
DJI_20250513140150_0227_D.JPG,1,1433,1925,1388,1946,1371,1912,1415,1891,632914.5029802893,5807486.452009369
DJI_20250513140152_0228_D.JPG,0,1447,2059,1431,2023,1477,2003,1494,2039,632907.9533895438,5807484.771638991
DJI_20250513140152_0228_D.JPG,1,1541,2134,1495,2158,1475,2118,1521,2095,632903.3791203575,5807483.339316882
DJI_20250513140154_0229_D.JPG,1,1670,2371,1621,2398,1599,2353,1647,2327,632893.0553914432,5807480.425390276
DJI_20250513140154_0229_D.JPG,0,1568,2289,1549,2247,1597,2224,1616,2266,632897.2834311366,5807481.741885984
DJI_20250513140156_0230_D.JPG,1,1807,2627,1757,2657,1731,2607,1780,2577,632883.8311867471,5807477.839085971
DJI_20250513140156_0230_D.JPG,0,1696,2538,1672,2491,1722,2465,1746,2511,632887.7295832064,5807478.99506384
DJI_20250513140158_0231_D.JPG,0,1863,2821,1824,2777,1867,2734,1907,2778,632878.4387799917,5807476.702113818
