filename,object_id,x1,x2,x3,x4,y1,y2,y3,y4,lat,lon
DJI_20250513140329_0269_D.JPG,0,1218,1466,1256,1446,1278,1473,1239,1493,632902.0528551803,5807505.961126357
DJI_20250513140329_0269_D.JPG,1,1152,1555,1129,1529,1167,1505,1190,1531,632898.5794960555,5807504.745613081
DJI_20250513140331_0270_D.JPG,0,1008,1621,1036,1590,1076,1602,1044,1639,632894.4420369148,5807503.273062849
DJI_20250513140333_0271_D.JPG,1,977,1939,927,1954,921,1913,971,1898,632882.906625973,5807505.937065947
DJI_20250513140333_0271_D.JPG,0,909,1852,905,1816,954,1803,959,1840,632885.845467358,5807504.177016461
DJI_20250513140335_0272_D.JPG,1,1129,2106,1087,2139,1058,2105,1101,2071,632878.8591445169,5807511.013472989
DJI_20250513140335_0272_D.JPG,0,1015,2053,991,2021,1035,1991,1060,2023,632880.7569274864,5807508.70898257
DJI_20250513140337_0273_D.JPG,1,1364,2173,1355,2222,1302,2221,1312,2171,632877.4977500741,5807516.667271807
DJI_20250513140337_0273_D.JPG,0,1228,2212,1177,2209,1191,2161,1241,2164,632877.1491432466,5807514.119818056
DJI_20250513140339_0274_D.JPG,0,1532,2139,1484,2163,1467,2121,1515,2098,632880.3615475015,5807519.50103942
DJI_20250513140339_0274_D.JPG,1,1625,2048,1645,2088,1599,2111,1579,2071,632882.4155417292,5807521.523527773
DJI_20250513140341_0275_D.JPG,0,1781,1984,1735,2013,1716,1972,1758,1947,632886.0022777473,5807523.85708806
