filename,object_id,x1,x2,x3,x4,y1,y2,y3,y4,lat,lon
DJI_20250513135931_0182_D.JPG,0,1299,2415,1219,2507,1142,2441,1223,2351,632892.3935828257,5807552.4482804295
DJI_20250513135931_0182_D.JPG,1,1395,2165,1475,2221,1404,2306,1327,2245,632876.4610233641,5807542.421872635
DJI_20250513135933_0183_D.JPG,0,1528,2388,1452,2480,1371,2414,1447,2324,632892.8396162047,5807544.230564789
DJI_20250513135933_0183_D.JPG,1,1611,2140,1692,2196,1625,2280,1545,2222,632877.3203570141,5807535.754927512
DJI_20250513135935_0184_D.JPG,0,1591,2521,1527,2628,1432,2572,1497,2467,632896.5159415958,5807548.524815643
DJI_20250513135937_0185_D.JPG,0,1496,2541,1426,2647,1334,2588,1405,2484,632902.1032313643,5807549.3957219105
DJI_20250513135937_0185_D.JPG,1,1555,2277,1641,2324,1584,2415,1501,2359,632885.6073162396,5807539.055229658
DJI_20250513135939_0186_D.JPG,0,1161,2325,1089,2422,1005,2370,1077,2275,632879.544247793,5807547.726852569
DJI_20250513135939_0186_D.JPG,1,1235,2083,1319,2126,1256,2213,1178,2160,632869.8013858725,5807539.222126078
DJI_20250513135941_0187_D.JPG,0,1397,2187,1335,2273,1256,2225,1318,2141,632876.0923940234,5807538.167211717
DJI_20250513135957_0195_D.JPG,0,1544,1363,1598,1414,1529,1462,1474,1411,632894.8157008126,5807515.755311103
DJI_20250513140003_0198_D.JPG,1,1207,2761,1325,2729,1338,2852,1216,2882,632871.2545359429,5807496.247259353
DJI_20250513140009_0201_D.JPG,0,1365,2073,1309,2159,1233,2115,1291,2036,632858.4310040481,5807517.1172240935
DJI_20250513140019_0206_D.JPG,0,661,1498,591,1563,536,1531,599,1465,632875.2021918992,5807509.233698133
