filename,object_id,x1,x2,x3,x4,y1,y2,y3,y4,lat,lon
DJI_20250513135335_0068_D.JPG,0,2036,1992,2032,2078,1947,2075,1951,1988,632504.4197173313,5807483.010438944
DJI_20250513135335_0068_D.JPG,1,1953,1788,2038,1789,2038,1874,1952,1874,632241.4368871718,5807474.647189736
DJI_20250513135337_0069_D.JPG,0,2085,1857,2082,1943,1996,1941,2000,1854,632413.5205345742,5807487.483361077
DJI_20250513135337_0069_D.JPG,1,2001,1656,2086,1656,2086,1741,2000,1741,631809.1943314251,5807480.503065362
DJI_20250513135339_0070_D.JPG,0,2094,1684,2106,1769,2021,1782,2009,1696,631902.6918648934,5807472.313128131
DJI_20250513135339_0070_D.JPG,1,1975,1503,2060,1488,2075,1571,1991,1587,635252.5292580118,5807541.494832907
DJI_20250513135341_0071_D.JPG,1,1875,1354,1958,1334,1979,1417,1895,1437,633278.7464525145,5807513.247304642
DJI_20250513135341_0071_D.JPG,0,2004,1527,2022,1611,1938,1629,1920,1544,634418.8860922061,5807570.053147275
DJI_20250513135343_0072_D.JPG,1,1771,1310,1853,1287,1877,1369,1795,1393,633126.54416296,5807515.693130758
DJI_20250513135343_0072_D.JPG,0,1905,1478,1927,1562,1843,1582,1822,1499,633407.7056748747,5807540.625185798
DJI_20250513135345_0073_D.JPG,1,1766,1272,1851,1262,1862,1347,1777,1357,633102.3123565104,5807518.248483611
DJI_20250513135345_0073_D.JPG,0,1873,1459,1881,1544,1795,1552,1787,1467,633322.2068114916,5807542.430007398
DJI_20250513135347_0074_D.JPG,0,1923,1404,1908,1489,1824,1474,1838,1390,633324.4456209379,5807536.766072475
DJI_20250513135347_0074_D.JPG,1,1868,1196,1952,1208,1940,1293,1856,1281,633104.7067501863,5807514.35707073
DJI_20250513135349_0075_D.JPG,1,2115,1260,2193,1296,2157,1373,2079,1337,633309.6354889597,5807493.399262904
DJI_20250513135349_0075_D.JPG,0,2107,1475,2068,1551,1992,1512,2031,1436,634680.7359542907,5807518.439708352
DJI_20250513135351_0076_D.JPG,1,2273,1354,2355,1376,2333,1458,2250,1436,636904.486789163,5807107.567586565
DJI_20250513135351_0076_D.JPG,0,2303,1568,2277,1649,2195,1624,2220,1542,632025.4816950564,5807557.312606238
DJI_20250513135353_0077_D.JPG,0,2403,1668,2415,1753,2330,1765,2317,1680,632520.8521123081,5807528.145097208
DJI_20250513135353_0077_D.JPG,1,2283,1485,2367,1470,2382,1555,2298,1569,632156.4446181234,5807568.872746612
DJI_20250513135355_0078_D.JPG,1,2042,1726,2122,1697,2151,1778,2071,1807,632349.4840191451,5807511.348715243
DJI_20250513135355_0078_D.JPG,0,2190,1889,2217,1971,2135,1997,2108,1915,632586.63261254,5807514.792965459
DJI_20250513135357_0079_D.JPG,0,1841,1772,1837,1857,1751,1853,1756,1767,632569.2854258381,5807516.430348536
DJI_20250513135357_0079_D.JPG,1,1762,1570,1847,1571,1846,1656,1760,1656,632419.9306132526,5807495.7508757245
DJI_20250513135359_0080_D.JPG,1,1841,1216,1919,1248,1888,1327,1807,1295,632151.1949905726,5807438.854915417
DJI_20250513135359_0080_D.JPG,0,1843,1431,1809,1509,1730,1474,1764,1396,632444.0296988582,5807495.033469142
DJI_20250513135401_0081_D.JPG,0,2037,1099,2023,1185,1938,1171,1953,1084,632095.2120786404,5807409.202895623
DJI_20250513135401_0081_D.JPG,1,1983,893,2064,906,2053,988,1971,975,632075.6676442878,5807351.800196622
DJI_20250513135403_0082_D.JPG,0,1908,1015,1949,1095,1871,1133,1832,1055,632434.6523458434,5807455.079056152
DJI_20250513135405_0083_D.JPG,0,1628,1146,1683,1215,1617,1268,1561,1200,632630.8363139466,5807502.8360499125
DJI_20250513135407_0084_D.JPG,0,1383,1250,1431,1324,1358,1369,1310,1295,632695.8365225254,5807523.708191687
DJI_20250513135409_0085_D.JPG,0,1208,1203,1237,1288,1154,1314,1126,1231,632719.3144479237,5807536.632473099
DJI_20250513135411_0086_D.JPG,0,1174,1113,1185,1200,1099,1210,1087,1123,632721.3308779631,5807543.917260389
DJI_20250513135413_0087_D.JPG,0,1154,1149,1158,1238,1072,1240,1067,1152,632713.4627957616,5807550.853416756
DJI_20250513135413_0087_D.JPG,1,1063,956,1149,951,1155,1036,1068,1041,632729.0494840619,5807543.6413139645
DJI_20250513135415_0088_D.JPG,0,1145,1254,1151,1353,1061,1343,1058,1255,632701.4620078938,5807557.925374747
DJI_20250513135415_0088_D.JPG,1,1057,1059,1144,1055,1149,1142,1061,1146,632719.5065432428,5807549.297932329
DJI_20250513135417_0089_D.JPG,1,1069,1248,1156,1245,1160,1332,1071,1335,632695.8753585038,5807560.146900559
DJI_20250513135417_0089_D.JPG,0,1155,1446,1156,1535,1068,1534,1068,1446,632669.4961663549,5807572.70674348
DJI_20250513135419_0090_D.JPG,1,1085,1503,1173,1500,1175,1587,1087,1590,632653.993370407,5807579.2449606005
DJI_20250513135419_0090_D.JPG,0,1169,1703,1169,1791,1082,1790,1081,1703,632605.3436537284,5807602.210274792
DJI_20250513135421_0091_D.JPG,1,1153,1299,1240,1317,1221,1402,1135,1383,632640.343543756,5807582.653336791
DJI_20250513135421_0091_D.JPG,0,1188,1513,1168,1599,1083,1577,1103,1492,632583.0547327213,5807608.526040688
DJI_20250513135423_0092_D.JPG,1,1277,1210,1364,1229,1345,1314,1258,1295,632643.4906439575,5807572.757989881
DJI_20250513135423_0092_D.JPG,0,1311,1424,1290,1510,1205,1487,1226,1403,632591.0344301361,5807594.022171877
DJI_20250513135425_0093_D.JPG,1,1377,1215,1463,1235,1443,1320,1357,1300,632625.5076446077,5807570.9810170615
DJI_20250513135425_0093_D.JPG,0,1411,1430,1389,1514,1304,1491,1327,1407,632561.5537379773,5807593.810914671
DJI_20250513135427_0094_D.JPG,1,1579,1219,1660,1252,1629,1332,1547,1300,632557.0760264469,5807573.604441941
DJI_20250513135427_0094_D.JPG,0,1577,1438,1544,1513,1468,1480,1501,1405,632417.871674661,5807610.756095526
DJI_20250513135429_0095_D.JPG,1,1828,1320,1904,1363,1862,1437,1786,1395,632299.8236946141,5807576.987917871
DJI_20250513135429_0095_D.JPG,0,1801,1535,1755,1609,1682,1563,1727,1489,630792.7932576197,5807778.984096831
DJI_20250513135431_0096_D.JPG,0,2102,1614,2048,1681,1982,1627,2036,1560,633982.6152549085,5807549.153246091
DJI_20250513135431_0096_D.JPG,1,2155,1405,2223,1457,2172,1525,2104,1473,631910.0763986538,5807527.037873675
DJI_20250513135433_0097_D.JPG,0,2295,1710,2275,1793,2191,1773,2211,1689,738489.1143706541,5817826.733975929
DJI_20250513135433_0097_D.JPG,1,2251,1496,2334,1514,2317,1597,2233,1579,632165.801335187,5807506.221389899
